Lineage,date,total_count,lineage_count,total_count_rolling,lineage_count_rolling,proportion,proportion_ci_lower,proportion_ci_upper
B.1.1.7,2020-09-15,2497,1,1606.28571428571,0.142857142857143,8.89363215937389e-05,3.05702398496735e-07,0.00156263338691219
B.1.1.7,2020-09-16,2290,0,1638.71428571429,0.142857142857143,8.71763577717723e-05,2.99548256418432e-07,0.001531199866375
B.1.1.7,2020-09-17,1372,0,1516.85714285714,0.142857142857143,9.41796948577887e-05,3.23634518019044e-07,0.00165421965820712
B.1.1.7,2020-09-18,1617,0,1557.28571428571,0.142857142857143,9.1734703238235e-05,3.15321544287804e-07,0.00161176313006157
B.1.1.7,2020-09-19,1004,0,1622.14285714286,0.142857142857143,8.80669308674593e-05,3.02687303709286e-07,0.00154723330647119
B.1.1.7,2020-09-20,900,0,1682.85714285714,0.142857142857143,8.48896434634975e-05,2.91718093895363e-07,0.00149120430334497
B.1.1.7,2020-09-21,2812,0,1784.57142857143,0.142857142857143,8.0051232788985e-05,2.75050825509886e-07,0.00140606449331708
B.1.1.7,2020-09-22,1410,0,1629.28571428571,0,0,3.01386821425986e-07,0.00154059081122759
B.1.1.7,2020-09-23,1822,0,1562.42857142857,0,0,3.14312354060128e-07,0.00160660880908821
B.1.1.7,2020-09-24,3012,0,1796.71428571429,0,0,2.73214347897106e-07,0.00139668294674306
B.1.1.7,2020-09-25,1691,0,1807.28571428571,0,0,2.71702579709926e-07,0.00138896009458672
B.1.1.7,2020-09-26,834,0,1783,0,0,2.75359308091917e-07,0.00140764035126005
B.1.1.7,2020-09-27,1202,0,1826.14285714286,0,0,2.68875831880353e-07,0.00137451952228988
B.1.1.7,2020-09-28,1789,0,1680,0,0,2.9223894146738e-07,0.00149386478214094
B.1.1.7,2020-09-29,1683,0,1719,0,0,2.85609703808616e-07,0.00146000224218217
B.1.1.7,2020-09-30,1735,0,1706.57142857143,0,0,2.87617210547159e-07,0.00147025682712372
B.1.1.7,2020-10-01,2562,0,1642.28571428571,0,0,2.99001053120981e-07,0.00152840486739066
B.1.1.7,2020-10-02,1802,0,1658.14285714286,0,0,2.96116074359218e-07,0.00151366887522789
B.1.1.7,2020-10-03,1458,0,1747.28571428571,0,0,2.81032756939781e-07,0.00143662225549646
B.1.1.7,2020-10-04,916,0,1706.42857142857,0,0,2.87785777383849e-07,0.00147111788192215
B.1.1.7,2020-10-05,3308,0,1923.42857142857,0,0,2.55314957365876e-07,0.00130524026280773
B.1.1.7,2020-10-06,2800,0,2083,0,0,2.35705986885425e-07,0.00120505423128433
B.1.1.7,2020-10-07,2635,0,2211.57142857143,0,0,2.21961578012915e-07,0.00113482539163484
B.1.1.7,2020-10-08,2480,0,2199.85714285714,0,0,2.23172139812102e-07,0.00114101111243807
B.1.1.7,2020-10-09,2248,0,2263.57142857143,0,0,2.16864084068256e-07,0.00110877783011205
B.1.1.7,2020-10-10,1196,0,2226.14285714286,0,0,2.20565750180916e-07,0.00112769295214114
B.1.1.7,2020-10-11,1229,0,2270.85714285714,0,0,2.16195708325908e-07,0.00110536246263982
B.1.1.7,2020-10-12,3665,0,2321.85714285714,0,0,2.11447735527952e-07,0.00108110021696269
B.1.1.7,2020-10-13,2061,0,2216.28571428571,0,0,2.2156097058868e-07,0.00113277836200057
B.1.1.7,2020-10-14,2458,0,2191,0,0,2.24088762293226e-07,0.0011456948385216
B.1.1.7,2020-10-15,4845,0,2528.85714285714,0,0,1.94142338054216e-07,0.000992664266643169
B.1.1.7,2020-10-16,2360,0,2544.85714285714,0,0,1.92921916844155e-07,0.000986427240128457
B.1.1.7,2020-10-17,1637,0,2607.85714285714,0,0,1.88262056977521e-07,0.000962612424012857
B.1.1.7,2020-10-18,1125,0,2593,0,0,1.89351011206066e-07,0.000968177716178855
B.1.1.7,2020-10-19,3402,0,2555.42857142857,0,0,1.92166914806005e-07,0.000982568743151669
B.1.1.7,2020-10-20,3075,0,2700.28571428571,0,0,1.81847796253518e-07,0.000929830587186605
B.1.1.7,2020-10-21,3817,0,2894.42857142857,0,0,1.69658638714538e-07,0.000867531594021222
B.1.1.7,2020-10-22,3619,0,2719.28571428571,0,0,1.80577185685899e-07,0.000923336656123344
B.1.1.7,2020-10-23,2448,1,2731.85714285714,0.142857142857143,5.22930502536213e-05,1.79718002528047e-07,0.000918945454973334
B.1.1.7,2020-10-24,1803,0,2755.57142857143,0.142857142857143,5.18430193374462e-05,1.78153111229004e-07,0.000910947398906651
B.1.1.7,2020-10-25,1030,0,2742,0.142857142857143,5.2099614462853e-05,1.79062635640667e-07,0.000915595925883367
B.1.1.7,2020-10-26,5174,0,2995.14285714286,0.142857142857143,4.76962701516741e-05,1.63937740296866e-07,0.000838290644823035
B.1.1.7,2020-10-27,2578,0,2924.14285714286,0.142857142857143,4.8854365137525e-05,1.67918103981176e-07,0.00085863537423963
B.1.1.7,2020-10-28,1890,0,2648.85714285714,0.142857142857143,5.39316147125445e-05,1.85348498970068e-07,0.000947722020858607
B.1.1.7,2020-10-29,2796,0,2531.28571428571,0.142857142857143,5.64365934872171e-05,1.93988941656465e-07,0.000991880328449026
B.1.1.7,2020-10-30,2839,0,2587.14285714286,0,0,1.89790128399002e-07,0.000970421893050371
B.1.1.7,2020-10-31,1542,0,2549.85714285714,0,0,1.92543675699318e-07,0.000984494211033926
B.1.1.7,2020-11-01,3021,0,2834.28571428571,0,0,1.73250247559743e-07,0.000885888772014743
B.1.1.7,2020-11-02,6186,0,2978.85714285714,0,0,1.64818164435124e-07,0.000842790769501736
B.1.1.7,2020-11-03,3384,0,3094,0,0,1.58692580761325e-07,0.000811480564705634
B.1.1.7,2020-11-04,4560,0,3475.42857142857,0,0,1.41294733508516e-07,0.000722548152516946
B.1.1.7,2020-11-05,4225,0,3679.57142857143,0,0,1.33424230609491e-07,0.000682313976966247
B.1.1.7,2020-11-06,3377,0,3756.42857142857,0,0,1.30724665663824e-07,0.000668513371429047
B.1.1.7,2020-11-07,2374,0,3875.28571428571,0,0,1.26710412606199e-07,0.000647991518702071
B.1.1.7,2020-11-08,3169,0,3896.42857142857,0,0,1.26027469137502e-07,0.00064450010114082
B.1.1.7,2020-11-09,5361,0,3778.57142857143,0,0,1.29929093236694e-07,0.000664446242227814
B.1.1.7,2020-11-10,3249,0,3759.28571428571,0,0,1.30620343267508e-07,0.000667980054913356
B.1.1.7,2020-11-11,3678,0,3633.28571428571,0,0,1.35150216540418e-07,0.000691137391820595
B.1.1.7,2020-11-12,4156,0,3623.42857142857,0,0,1.3552322476916e-07,0.000693044237425027
B.1.1.7,2020-11-13,4103,0,3727.14285714286,0,0,1.31741773462197e-07,0.000673713010700674
B.1.1.7,2020-11-14,3556,0,3896,0,0,1.26027469137502e-07,0.00064450010114082
B.1.1.7,2020-11-15,4627,0,4104.28571428572,0,0,1.1964050150447e-07,0.00061184736308294
B.1.1.7,2020-11-16,4847,0,4030.85714285714,0,0,1.21807014631276e-07,0.000622923565946008
B.1.1.7,2020-11-17,3201,0,4024,0,0,1.22018892385859e-07,0.00062400677502802
B.1.1.7,2020-11-18,4083,0,4081.85714285714,0,0,1.20285266244427e-07,0.000615143707230441
B.1.1.7,2020-11-19,2438,0,3836.42857142857,0,0,1.27998573117412e-07,0.00065457695917546
B.1.1.7,2020-11-20,2817,0,3652.71428571429,0,0,1.34410326267859e-07,0.000687355007367767
B.1.1.7,2020-11-21,1855,0,3409.71428571429,0,0,1.43987837230965e-07,0.000736314983186219
B.1.1.7,2020-11-22,2248,0,3069.85714285714,0,0,1.59933073102568e-07,0.000817821275491656
B.1.1.7,2020-11-23,5452,0,3156.28571428571,0,0,1.55575293101725e-07,0.0007955465366301
B.1.1.7,2020-11-24,3485,0,3196.85714285714,0,0,1.53580270349636e-07,0.00078534883671237
B.1.1.7,2020-11-25,2732,0,3003.85714285714,0,0,1.63446622869828e-07,0.000835780380376425
B.1.1.7,2020-11-26,1969,1,2936.85714285714,0.142857142857143,4.86428640918377e-05,1.67174913869115e-07,0.000854836757394901
B.1.1.7,2020-11-27,2544,0,2897.85714285714,0.142857142857143,4.9297510475721e-05,1.69424485521707e-07,0.000866334795012242
B.1.1.7,2020-11-28,1572,0,2857.42857142857,0.142857142857143,4.999500049995e-05,1.71855635492014e-07,0.000878760769170955
B.1.1.7,2020-11-29,1423,0,2739.57142857143,0.142857142857143,5.21457996558377e-05,1.79193326354846e-07,0.000916263876848878
B.1.1.7,2020-11-30,6783,0,2929.71428571429,0.142857142857143,4.87614589428516e-05,1.67574273751522e-07,0.000856877980065836
B.1.1.7,2020-12-01,3651,0,2953.42857142857,0.142857142857143,4.83699332494921e-05,1.6626920037478e-07,0.000850207426353822
B.1.1.7,2020-12-02,3476,0,3059.71428571429,0.142857142857143,4.66897002521244e-05,1.60455687461405e-07,0.000820492579016311
B.1.1.7,2020-12-03,3268,0,3245.28571428571,0,0,1.5130868807589e-07,0.000773737356524329
B.1.1.7,2020-12-04,2815,0,3284,0,0,1.49511919144807e-07,0.000764552849256956
B.1.1.7,2020-12-05,1663,0,3297,0,0,1.48922441613986e-07,0.000761539610531996
B.1.1.7,2020-12-06,1721,0,3339.57142857143,0,0,1.47005320296025e-07,0.000751739777782254
B.1.1.7,2020-12-07,8234,0,3546.85714285714,0,0,1.384268160916e-07,0.000707887486223016
B.1.1.7,2020-12-08,3407,0,3512,0,0,1.39806256107898e-07,0.000714939149087754
B.1.1.7,2020-12-09,4178,0,3612.28571428571,0,0,1.3593591917456e-07,0.000695153957447266
B.1.1.7,2020-12-10,5236,0,3893.42857142857,0,0,1.26124581417896e-07,0.000644996569796906
B.1.1.7,2020-12-11,4774,0,4173.28571428572,0,0,1.17662380353641e-07,0.000601734198709106
B.1.1.7,2020-12-12,3130,0,4382.85714285714,0,0,1.1202521651414e-07,0.00057291358029968
B.1.1.7,2020-12-13,2726,0,4526.42857142857,0,0,1.08485950003279e-07,0.000554818267440145
B.1.1.7,2020-12-14,11314,0,4966.42857142857,0,0,9.88743083173501e-08,0.000505674889170239
B.1.1.7,2020-12-15,8319,0,5668.14285714286,0,0,8.66289484146524e-08,0.00044306206900922
B.1.1.7,2020-12-16,5440,0,5848.42857142857,0,0,8.39626448120739e-08,0.000429428239090702
B.1.1.7,2020-12-17,5004,0,5815.28571428571,0,0,8.44391105124142e-08,0.000431864604056792
B.1.1.7,2020-12-18,4854,0,5826.71428571429,0,0,8.42652258696276e-08,0.00043097546109544
B.1.1.7,2020-12-19,3375,0,5861.71428571429,0,0,8.37621284617933e-08,0.000428402914794239
B.1.1.7,2020-12-20,3038,0,5906.28571428572,0,0,8.3138122792142e-08,0.000425212105053785
B.1.1.7,2020-12-21,8973,0,5571.85714285714,0,0,8.81214117204506e-08,0.000450693523464569
B.1.1.7,2020-12-22,4360,0,5006.28571428572,0,0,9.80843014021811e-08,0.000501635554079507
B.1.1.7,2020-12-23,3854,0,4779.71428571429,0,0,1.02721517223366e-07,0.000525345579744668
B.1.1.7,2020-12-24,3536,0,4570,0,0,1.07441503525849e-07,0.000549478232339688
B.1.1.7,2020-12-25,1757,0,4127.57142857143,0,0,1.18944959363692e-07,0.000608291408503081
B.1.1.7,2020-12-26,4458,0,4282.28571428572,0,0,1.1466741306544e-07,0.000586422203421272
B.1.1.7,2020-12-27,4094,0,4433.14285714286,0,0,1.10761750547169e-07,0.000566453857974004
B.1.1.7,2020-12-28,10137,0,4599.42857142857,0,0,1.06764044497432e-07,0.000546014511630124
B.1.1.7,2020-12-29,6942,0,4968.28571428572,0,0,9.88345058505529e-08,0.000505471378049601
B.1.1.7,2020-12-30,5229,1,5164.71428571429,0.142857142857143,2.76602218349791e-05,9.50650084082435e-08,0.000486197645008259
B.1.1.7,2020-12-31,4381,1,5285.42857142857,0.285714285714286,5.40569760527596e-05,9.29065862974299e-08,0.000475161297913833
B.1.1.7,2021-01-01,2773,3,5430.57142857143,0.714285714285714,0.000131530488767296,1.98677106599728e-05,0.000860321480349202
B.1.1.7,2021-01-02,5198,2,5536.28571428571,1,0.000180626515972545,1.94908711538438e-05,0.000844010117986627
B.1.1.7,2021-01-03,5027,21,5669.57142857143,4,0.000705520699473379,0.000238174744311471,0.0016766036971223
B.1.1.7,2021-01-04,14010,2,6222.85714285714,4.28571428571429,0.00068870523415978,0.000217005952081608,0.00152768613718934
B.1.1.7,2021-01-05,8497,1,6445,4.42857142857143,0.000687132882633271,0.000209529868385286,0.00147508906303417
B.1.1.7,2021-01-06,6077,0,6566.14285714286,4.28571428571429,0.00065269890999282,0.000205667963686671,0.00144791817290535
B.1.1.7,2021-01-07,6462,1,6863.42857142857,4.28571428571429,0.000624427608025976,0.000196766177876551,0.00138528618325418
B.1.1.7,2021-01-08,6440,0,7387.28571428571,3.85714285714286,0.000522132621685908,0.000182806453242207,0.00128706030326076
B.1.1.7,2021-01-09,5929,2,7491.71428571429,3.85714285714286,0.000514854505930361,0.000180244062359089,0.00126902945559459
B.1.1.7,2021-01-10,4432,8,7406.71428571429,2,0.000270025266649951,5.61139777671131e-05,0.000865954103485334
B.1.1.7,2021-01-11,13320,0,7308.14285714286,1.71428571428571,0.000234572003831343,5.68741989001002e-05,0.000877681063107372
B.1.1.7,2021-01-12,9069,1,7389.85714285714,1.71428571428571,0.000231978194049759,5.62430721686007e-05,0.000867945486862753
B.1.1.7,2021-01-13,7553,0,7600.71428571429,1.71428571428571,0.000225542712151114,5.46816809165113e-05,0.00084385954114985
B.1.1.7,2021-01-14,8303,1,7863.71428571429,1.71428571428571,0.00021799949133452,5.28528058150059e-05,0.000815646712037266
B.1.1.7,2021-01-15,14143,0,8964.14285714286,1.71428571428571,0.000191238107380197,4.6366683156752e-05,0.000715583643261519
B.1.1.7,2021-01-16,6218,0,9005.42857142857,1.42857142857143,0.000158634474443986,1.19822310397993e-05,0.0005189470972774
B.1.1.7,2021-01-17,5142,6,9106.85714285714,1.14285714285714,0.000125494133149275,1.18480250579288e-05,0.000513136130577796
B.1.1.7,2021-01-18,13792,1,9174.28571428571,1.28571428571429,0.000140143257552164,1.17614941395769e-05,0.000509389422531981
B.1.1.7,2021-01-19,10098,0,9321.28571428571,1.14285714285714,0.000122607243022882,1.15760015949505e-05,0.000501357722154983
B.1.1.7,2021-01-20,8369,1,9437.85714285714,1.28571428571429,0.000136229470975554,1.14324944618627e-05,0.000495143918122887
B.1.1.7,2021-01-21,7817,0,9368.42857142857,1.14285714285714,0.000121990271275866,1.15179226602681e-05,0.000498842931009991
B.1.1.7,2021-01-22,7708,0,8449.14285714286,1.14285714285714,0.000135263086703639,1.27707592750839e-05,0.000553088808224689
B.1.1.7,2021-01-23,4791,0,8245.28571428571,1.14285714285714,0.000138607342723981,1.30867443382757e-05,0.000566770015905549
B.1.1.7,2021-01-24,4228,0,8114.71428571429,0.285714285714286,3.52094079538053e-05,6.05076298938046e-08,0.000309485766316852
B.1.1.7,2021-01-25,13840,0,8121.57142857143,0.142857142857143,1.75898401083534e-05,6.04554825959441e-08,0.000309219083392452
B.1.1.7,2021-01-26,9946,0,8099.85714285714,0.142857142857143,1.76369953614702e-05,6.06196775982387e-08,0.000310058781559613
B.1.1.7,2021-01-27,10235,3,8366.42857142857,0.428571428571429,5.1225134465978e-05,5.86923106479248e-08,0.000300202124782719
B.1.1.7,2021-01-28,9612,1,8622.85714285714,0.571428571428571,6.62690523525514e-05,1.25130574730094e-05,0.000541930955887393
B.1.1.7,2021-01-29,9334,0,8855.14285714286,0.571428571428571,6.45307004807537e-05,1.21852095212204e-05,0.000527735772426263
B.1.1.7,2021-01-30,6295,0,9070,0.571428571428571,6.30020475665459e-05,1.18963587295548e-05,0.000515228927513989
B.1.1.7,2021-01-31,5178,1,9205.71428571429,0.714285714285714,7.75915580384854e-05,1.17206103867024e-05,0.000507619189400232
B.1.1.7,2021-02-01,12817,0,9059.57142857143,0.714285714285714,7.88432123878455e-05,1.19094896524488e-05,0.000515797481867253
B.1.1.7,2021-02-02,10073,0,9077.71428571429,0.714285714285714,7.86856351504469e-05,1.1885874820815e-05,0.000514774985692301
B.1.1.7,2021-02-03,9108,0,8916.71428571429,0.285714285714286,3.20425525097329e-05,5.50656923245893e-08,0.000281655142959749
B.1.1.7,2021-02-04,8396,0,8743,0.142857142857143,1.63396022940802e-05,5.61615583009275e-08,0.000287259575531715
B.1.1.7,2021-02-05,7594,1,8494.42857142857,0.285714285714286,3.36354921713392e-05,5.78078752333368e-08,0.000295679042642137
B.1.1.7,2021-02-06,5380,0,8363.71428571429,0.285714285714286,3.41611724114372e-05,5.87063447368336e-08,0.000300273896201207
B.1.1.7,2021-02-07,4893,0,8323,0.142857142857143,1.7164140677297e-05,5.89955298568299e-08,0.000301752810334979
B.1.1.7,2021-02-08,14208,0,8521.71428571429,0.142857142857143,1.67638972708375e-05,5.76179464617382e-08,0.000294707727191813
B.1.1.7,2021-02-09,11111,0,8670,0.142857142857143,1.64771791069369e-05,5.66344159029243e-08,0.000289677834684773
B.1.1.7,2021-02-10,11019,0,8943,0.142857142857143,1.59741857158831e-05,5.49056042176019e-08,0.000280836424337826
B.1.1.7,2021-02-11,9972,0,9168.14285714286,0.142857142857143,1.55819062904156e-05,5.35581539835482e-08,0.000273945301223339
B.1.1.7,2021-02-12,9522,0,9443.57142857143,0,0,5.19929635119573e-08,0.000265940552477159
B.1.1.7,2021-02-13,5954,0,9525.57142857143,0,0,5.15454187924724e-08,0.000263651692718434
B.1.1.7,2021-02-14,5466,0,9607.42857142857,0,0,5.11108325352194e-08,0.00026142910089369
B.1.1.7,2021-02-15,21680,0,10674.8571428571,0,0,4.59974752021898e-08,0.000235277635485537
B.1.1.7,2021-02-16,11634,0,10749.5714285714,0,0,4.56765700551842e-08,0.000233636393549491
B.1.1.7,2021-02-17,10121,0,10621.2857142857,0,0,4.62313331378554e-08,0.000236473680205691
B.1.1.7,2021-02-18,9429,0,10543.7142857143,0,0,4.65689401362224e-08,0.000238200337343177
B.1.1.7,2021-02-19,9446,0,10532.8571428571,0,0,4.66175726394877e-08,0.000238449063168772
B.1.1.7,2021-02-20,6362,0,10591.1428571429,0,0,4.63622846278506e-08,0.000237143418824794
B.1.1.7,2021-02-21,6052,0,10674.8571428571,0,0,4.59974752021898e-08,0.000235277635485537
B.1.1.7,2021-02-22,15964,0,9858.28571428571,0,0,4.98095043463432e-08,0.000254773726506956
B.1.1.7,2021-02-23,11028,0,9771.71428571429,0,0,5.02478493780883e-08,0.000257015556643305
B.1.1.7,2021-02-24,11531,0,9973.14285714286,0,0,4.92351586851516e-08,0.000251836340107904
B.1.1.7,2021-02-25,11980,0,10337.5714285714,0,0,4.74968729492392e-08,0.000242946141359388
B.1.1.7,2021-02-26,10284,0,10457.2857142857,0,0,4.69563744687816e-08,0.000240181827739113
B.1.1.7,2021-02-27,6480,0,10474.1428571429,0,0,4.68801629655174e-08,0.000239792052672814
B.1.1.7,2021-02-28,6084,1,10478.7142857143,0.142857142857143,1.36330793036223e-05,4.68577948774126e-08,0.000239677653590056
B.1.1.7,2021-03-01,16333,0,10531.4285714286,0.142857142857143,1.35648399348888e-05,4.66264258281156e-08,0.000238494341863366
B.1.1.7,2021-03-02,13539,0,10890.1428571429,0.142857142857143,1.31180228515958e-05,4.50893732849835e-08,0.000230633218885299
B.1.1.7,2021-03-03,12940,0,11091.4285714286,0.142857142857143,1.28799587841319e-05,4.42722459221575e-08,0.000226454066165671
